code,name,first_trade_date,first_vol,publish_price,current_vol,treasury_shares,publish_vol,foreign_owner,foreign_owner_ratio,foreign_vol_remain,current_price,market_capital,category,exchanges
RCD,CTCP Xây dựng - Địa ốc Cao su,06/02/2014,5300062.0,10.0,5300062.0,0.0,5300062.0,2597030.0,48.999992830272554,2597030.0,4.8,25.4,caosu,UPCOM
RTB,CTCP Cao su Tân Biên,07/11/2016,87945000.0,18.7,87945000.0,0.0,87945000.0,0.0,0.0,0.0,29.6,2603.2,caosu,UPCOM
VHG,CTCP Đầu tư Cao su Quảng Nam,28/01/2008,25000000.0,120.0,150000000.0,0.0,150000000.0,73500000.0,49.0,70040905.0,4.8,720.0,caosu,UPCOM
VRG,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,10/11/2014,25894868.0,0.0,25894868.0,0.0,25894868.0,12688485.0,48.9999987642339,12688485.0,24.2,626.7,caosu,UPCOM
HAC,CTCP Chứng khoán Hải Phòng,18/10/2016,29181096.0,10.4,29181096.0,0.0,29181096.0,0.0,0.0,0.0,16.7,487.3,ck,UPCOM
KLB,Ngân hàng TMCP Kiên Long,29/06/2017,300000000.0,10.0,332391592.0,0.0,332391592.0,0.0,0.0,0.0,23.7,7877.7,ck,UPCOM
ORS,CTCP Chứng khoán Tiên Phong,12/07/2010,24000000.0,13.2,43960000.0,0.0,43960000.0,11760000.0,26.751592356687897,11755799.0,28.0,1230.9,ck,UPCOM
SBS,CTCP Chứng khoán Ngân hàng Sài Gòn Thương Tín,05/07/2010,110000000.0,38.0,126311160.0,0.0,126660000.0,61118477.0,48.25396889309964,61118477.0,16.1,2039.2,ck,UPCOM
ABC,CTCP Truyền thông VMG,18/08/2016,20393000.0,28.5,20393000.0,0.0,20393000.0,9060.0,0.044427009267886036,9060.0,13.8,281.4,congnghe,UPCOM
CMT,CTCP Công nghệ Mạng và Truyền thông,11/03/2010,8000000.0,50.0,6566740.0,716630.0,7283370.0,3920000.0,53.82123934387516,2660540.0,31.1,226.5,congnghe,UPCOM
CNC,CTCP Công nghệ Cao Traphaco,25/06/2014,6313572.0,0.0,11364325.0,0.0,11364325.0,4590174.0,40.39108350033988,4590174.0,37.9,430.7,congnghe,UPCOM
CNN,CTCP Tư vấn Công nghệ Thiết bị và Kiểm Định Xây dựng - Coninco,02/06/2016,4400000.0,12.0,8800000.0,0.0,8800000.0,2156000.0,24.5,2156000.0,23.5,206.8,congnghe,UPCOM
FOX,CTCP Viễn thông FPT,13/01/2017,137078609.0,54.0,273646461.0,0.0,273646461.0,0.0,0.0,0.0,79.7,21809.6,congnghe,UPCOM
HPT,CTCP Dịch vụ Công nghệ Tin học HPT,17/06/2010,5989299.0,0.0,7961285.0,155660.0,8116945.0,3177423.0,39.14555291430458,3177423.0,13.4,108.8,congnghe,UPCOM
IFC,CTCP Thực phẩm Công nghệ Sài Gòn,22/03/2016,3000000.0,26.5,9000000.0,0.0,9000000.0,1470000.0,16.333333333333332,1470000.0,6.9,62.1,congnghe,UPCOM
LTC,CTCP Điện nhẹ Viễn Thông,14/12/2006,700000.0,45.0,4586000.0,0.0,4586000.0,2247140.0,49.0,2140914.0,3.9,17.9,congnghe,UPCOM
SRB,CTCP Tập đoàn Sara,17/03/2008,5650000.0,15.1,8500000.0,0.0,8500000.0,3852830.0,45.327411764705886,3852830.0,5.1,43.3,congnghe,UPCOM
TTN,CTCP Công nghệ và Truyền thông Việt Nam,19/04/2017,24485000.0,7.0,24485000.0,0.0,24485000.0,0.0,0.0,0.0,15.5,379.5,congnghe,UPCOM
VEC,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam,14/07/2017,43800000.0,12.1,43800000.0,0.0,43800000.0,0.0,0.0,0.0,18.0,788.4,congnghe,UPCOM
BSR,CTCP Lọc hóa Dầu Bình Sơn,01/03/2018,3100499616.0,22.4,3100499616.0,0.0,3100499616.0,0.0,0.0,0.0,24.4,75652.2,daukhi,UPCOM
PFL,CTCP Dầu khí Đông Đô,17/11/2010,50000000.0,10.5,50000000.0,0.0,50000000.0,24427400.0,48.8548,24427400.0,7.2,360.0,daukhi,UPCOM
POS,"CTCP Dịch vụ Lắp đặt, Vận hành và Bảo dưỡng Công trình Dầu khí Biển PTSC",25/11/2016,40000000.0,19.0,40000000.0,0.0,40000000.0,0.0,0.0,0.0,25.5,1020.0,daukhi,UPCOM
PSG,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,15/03/2011,35000000.0,9.0,35000000.0,0.0,35000000.0,17114800.0,48.89942857142857,17114800.0,2.3,80.5,daukhi,UPCOM
PVA,CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An,12/12/2008,4500000.0,13.8,21846000.0,0.0,21846000.0,10623396.0,48.62856358143367,10623396.0,1.8,39.3,daukhi,UPCOM
PVE,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,02/01/2008,3451996.0,140.2,25000000.0,0.0,25000000.0,12250000.0,49.0,7250036.0,5.2,130.0,daukhi,UPCOM
PVR,CTCP Đầu tư PVR Hà Nội,21/06/2010,30000000.0,28.9,51612513.0,744200.0,52356713.0,26019447.0,49.69648686692765,25944482.0,3.4,178.0,daukhi,UPCOM
PVX,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,19/08/2009,150000000.0,24.9,400000000.0,0.0,400000000.0,196000000.0,49.0,187691906.0,3.9,1560.0,daukhi,UPCOM
PXA,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,22/02/2011,10800000.0,13.5,15000000.0,0.0,15000000.0,7350000.0,49.0,7347000.0,2.9,43.5,daukhi,UPCOM
PXL,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,09/12/2010,82722212.0,15.0,82278612.0,221800.0,82500412.0,40479004.0,49.0652143652325,40479004.0,10.4,858.0,daukhi,UPCOM
PXM,CTCP Xây lắp Dầu khí Miền Trung,21/06/2010,15000000.0,27.0,15000000.0,0.0,15000000.0,7268170.0,48.45446666666667,7268170.0,1.6,24.0,daukhi,UPCOM
PXT,CTCP Xây lắp Đường ống Bể chứa Dầu khí,01/06/2010,20000000.0,32.0,19643020.0,178490.0,19821510.0,9800000.0,49.44123833148938,9752710.0,5.8,115.0,daukhi,UPCOM
BRS,CTCP Dịch vụ Đô thị Bà Rịa,26/01/2017,4541950.0,11.5,4541950.0,0.0,4541950.0,0.0,0.0,0.0,24.7,112.2,dichvu,UPCOM
BTV,CTCP Dịch vụ Du lịch Bến Thành,03/03/2017,25000000.0,18.6,25000000.0,0.0,25000000.0,0.0,0.0,0.0,20.0,500.0,dichvu,UPCOM
CPH,CTCP Phục vụ Mai táng Hải Phòng,08/02/2017,4400000.0,10.0,4400000.0,0.0,4400000.0,0.0,0.0,0.0,1.9,8.4,dichvu,UPCOM
DLD,CTCP Du lịch Đắk Lắk,08/04/2011,9307415.0,0.0,9307415.0,0.0,9307415.0,4560633.0,48.99999623955738,4560633.0,12.9,120.1,dichvu,UPCOM
DLT,CTCP Du lịch và Thương mại - Vinacomin,16/11/2015,2500056.0,22.0,3205717.0,0.0,3205717.0,1224027.0,38.1826280984878,1224027.0,12.1,38.8,dichvu,UPCOM
DXL,CTCP Du Lịch và Xuất nhập khẩu Lạng Sơn,28/06/2010,2957900.0,0.0,3957900.0,0.0,3957900.0,625611.0,15.806639884787387,625611.0,5.9,23.4,dichvu,UPCOM
HES,CTCP Dịch vụ Giải trí Hà Nội,08/12/2016,9297450.0,15.0,9297450.0,0.0,9297450.0,0.0,0.0,0.0,21.0,195.2,dichvu,UPCOM
MTC,CTCP Dịch vụ Du lịch Mỹ Trà,17/08/2012,5200000.0,0.0,5200000.0,0.0,5200000.0,2548000.0,49.0,2548000.0,9.4,48.9,dichvu,UPCOM
MVY,CTCP Môi trường và Dịch vụ Đô Thị Vĩnh Yên,26/01/2017,3969946.0,10.5,5969946.0,0.0,5969946.0,0.0,0.0,0.0,23.2,138.5,dichvu,UPCOM
VEF,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,22/12/2015,166604050.0,10.1,166604050.0,0.0,166604050.0,81635984.0,48.99999969988725,81635984.0,247.0,41151.2,dichvu,UPCOM
VIR,CTCP Du lịch Quốc tế Vũng Tàu,01/07/2010,5240000.0,0.0,8240000.0,0.0,8240000.0,4037600.0,49.0,4037600.0,9.4,77.5,dichvu,UPCOM
VTG,CTCP Du lịch Tỉnh Bà Rịa - Vũng Tàu,25/12/2015,18644500.0,9.2,18644500.0,0.0,18644500.0,9135805.0,49.0,9135805.0,10.0,186.4,dichvu,UPCOM
CLG,CTCP Đầu tư và Phát triển Nhà đất COTEC,09/08/2010,10000000.0,42.0,21150000.0,0.0,21150000.0,10363500.0,49.0,8355880.0,2.3,48.6,dtpt,UPCOM
KSH,CTCP DAMAC GLS,12/11/2008,11690000.0,25.0,57509675.0,0.0,57509675.0,13746215.0,23.902439024390244,13711985.0,4.6,264.5,dtpt,UPCOM
ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,22/06/2010,19389650.0,0.0,49993960.0,0.0,49993960.0,20349328.0,40.703572991617385,20349328.0,28.9,1444.8,dtpt,UPCOM
VCR,CTCP Đầu tư và Phát triển Du lịch Vinaconex,10/05/2010,30000000.0,37.5,34480000.0,760000.0,35240000.0,17640000.0,50.05675368898979,17569400.0,39.7,1399.0,dtpt,UPCOM
VPC,CTCP Đầu tư và Phát triển Năng lượng Việt Nam,18/06/2012,5625000.0,5.0,5625000.0,0.0,5625000.0,2679850.0,47.641777777777776,2679850.0,4.0,22.5,dtpt,UPCOM
BHT,CTCP Đầu tư Xây dựng Bạch Đằng TMC,11/01/2011,2565000.0,18.0,4600000.0,0.0,4565000.0,2254000.0,49.37568455640744,2254000.0,15.6,71.2,dtxd,UPCOM
CI5,CTCP Đầu Tư Xây dựng Số 5,01/07/2011,1250000.0,0.0,4500000.0,0.0,4500000.0,1307479.0,29.055088888888893,1307479.0,8.8,39.6,dtxd,UPCOM
CT3,CTCP Đầu tư và Xây dựng Công trình 3,20/11/2009,2181209.0,0.0,8000000.0,0.0,8000000.0,3920000.0,49.0,3920000.0,9.3,74.4,dtxd,UPCOM
DND,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,11/11/2016,8834000.0,8.0,8834000.0,0.0,8834000.0,0.0,0.0,0.0,27.0,238.5,dtxd,UPCOM
HU4,CTCP Đầu tư và Xây dựng HUD4,02/02/2016,15000000.0,11.8,15000000.0,0.0,15000000.0,7350000.0,49.0,7350000.0,27.8,417.0,dtxd,UPCOM
I10,CTCP Đầu tư Xây dựng Số 10 IDICO,08/04/2016,3500000.0,0.8,3500000.0,0.0,3500000.0,1715000.0,49.0,1715000.0,0.8,2.8,dtxd,UPCOM
ICI,CTCP Đầu tư và Xây dựng Công nghiệp,06/07/2010,3000000.0,0.0,4000000.0,0.0,4000000.0,1960000.0,49.0,1960000.0,5.8,23.2,dtxd,UPCOM
ICN,CTCP Đầu tư Xây dựng Dầu khí IDICO,12/06/2015,5000000.0,12.6,8000000.0,0.0,8000000.0,2450000.0,30.625000000000004,2450000.0,70.0,560.0,dtxd,UPCOM
LAI,CTCP Đầu Tư Xây dựng Long An IDICO,10/08/2015,8550000.0,12.7,8550000.0,0.0,8550000.0,4189500.0,49.0,4189500.0,28.0,239.4,dtxd,UPCOM
MCI,CTCP Đầu tư Xây dựng và Phát triển Vật liệu IDICO,08/09/2015,3500000.0,3.0,3500000.0,0.0,3500000.0,2940000.0,84.0,2940000.0,8.9,31.1,dtxd,UPCOM
NTB,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,17/05/2010,36000000.0,45.0,39779577.0,0.0,39779577.0,19341062.0,48.6205823656697,19341062.0,1.6,63.6,dtxd,UPCOM
PVV,CTCP Vinaconex 39,09/09/2010,4500000.0,38.0,30000000.0,0.0,30000000.0,14700000.0,49.0,14681000.0,2.9,87.0,dtxd,UPCOM
PXL,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,09/12/2010,82722212.0,15.0,82278612.0,221800.0,82500412.0,40479004.0,49.0652143652325,40479004.0,10.4,858.0,dtxd,UPCOM
QCC,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Viễn thông,06/10/2010,1500000.0,16.2,1500000.0,0.0,1500000.0,724900.0,48.32666666666667,724900.0,9.5,14.3,dtxd,UPCOM
RGC,CTCP Đầu tư PV - Inconess,19/06/2017,89123600.0,9.1,89123600.0,0.0,89123600.0,0.0,0.0,0.0,40.0,3564.9,dtxd,UPCOM
SDX,CTCP Phòng cháy Chữa cháy và Đầu tư Xây dựng Sông Đà,24/09/2015,2250000.0,8.7,2250000.0,0.0,2250000.0,1225000.0,54.44444444444444,1225000.0,2.9,6.5,dtxd,UPCOM
TVG,CTCP Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,25/01/2010,1720000.0,0.0,2029589.0,0.0,2029589.0,994498.0,48.99996994465382,994498.0,9.2,18.7,dtxd,UPCOM
VCP,CTCP Tư Xây dựng và Phát triển Năng Lượng VCP,16/12/2016,45599995.0,17.0,75239879.0,0.0,75239879.0,0.0,0.0,0.0,32.2,2422.7,dtxd,UPCOM
VE9,CTCP Đầu tư và Xây dựng VNECO 9,23/01/2008,3100000.0,38.4,12523613.0,0.0,12523613.0,6136570.0,48.99999704558102,5984509.0,6.2,77.6,dtxd,UPCOM
VES,CTCP Đầu tư và Xây dựng Điện Mêca Vneco,14/04/2010,9007500.0,16.0,9007500.0,0.0,9007500.0,4408675.0,48.94449070219262,4408675.0,3.4,30.6,dtxd,UPCOM
VHH,CTCP Đầu tư Kinh doanh Nhà Thành Đạt,28/07/2010,6000000.0,21.3,7500000.0,0.0,7500000.0,2940000.0,39.2,2940000.0,5.6,42.0,dtxd,UPCOM
AMP,CTCP Armephaco,12/01/2017,13000000.0,15.8,13000000.0,0.0,13000000.0,0.0,0.0,0.0,19.6,254.8,duocpham,UPCOM
BCP,CTCP Dược ENLIE,14/09/2015,4040000.0,13.4,38320000.0,0.0,38320000.0,1962100.0,5.120302713987474,1962100.0,11.3,433.0,duocpham,UPCOM
CEC,CTCP Thiết kế Công Nghiệp Hóa chất,13/03/2014,2988518.0,12.0,5977036.0,0.0,5977036.0,1464273.0,24.498313210761992,1464273.0,15.0,89.7,duocpham,UPCOM
DBM,CTCP Dược - Vật tư Y Tế Đăk Lăk,17/12/2009,1941588.0,0.0,2912382.0,0.0,2912382.0,491928.0,16.890916095484727,491928.0,31.0,90.3,duocpham,UPCOM
DCI,CTCP Công nghiệp Hóa chất Đà Nẵng,08/03/2017,2412518.0,63.0,2412518.0,0.0,2412518.0,0.0,0.0,0.0,1.3,3.1,duocpham,UPCOM
DDN,CTCP Dược và Thiết bị Y tế Đà Nẵng,24/06/2009,5040000.0,0.0,12134474.0,0.0,12134474.0,2464500.0,20.30990383266716,2464500.0,22.9,277.9,duocpham,UPCOM
DHD,CTCP Dược Vật tư Y tế Hải Dương,05/05/2017,6000000.0,17.0,11999888.0,0.0,11999888.0,0.0,0.0,0.0,23.7,284.4,duocpham,UPCOM
DP2,CTCP Dược phẩm Trung ương 2,19/05/2017,20000000.0,10.2,20000000.0,0.0,20000000.0,0.0,0.0,0.0,7.0,140.0,duocpham,UPCOM
DPP,CTCP Dược Đồng Nai,19/05/2010,1985447.0,0.0,3000010.0,0.0,3000010.0,972869.0,32.428858570471434,972869.0,19.2,57.6,duocpham,UPCOM
DTG,CTCP Dược phẩm Tipharco,28/02/2017,3398250.0,20.6,6315928.0,0.0,6315928.0,0.0,0.0,0.0,14.6,92.2,duocpham,UPCOM
DVN,Tổng Công ty Dược Việt Nam - CTCP,19/05/2017,237000000.0,10.4,237000000.0,0.0,237000000.0,0.0,0.0,0.0,27.3,6470.1,duocpham,UPCOM
HDP,CTCP Dược Hà Tĩnh,16/03/2017,5851310.0,20.0,9011418.0,0.0,9011418.0,0.0,0.0,0.0,17.5,157.7,duocpham,UPCOM
MTP,CTCP Dược Medipharco,23/09/2010,3000000.0,0.0,6598367.0,0.0,6598367.0,0.0,0.0,0.0,14.5,95.7,duocpham,UPCOM
NDC,CTCP Nam Dược,11/03/2010,5680000.0,0.0,5680000.0,0.0,5680000.0,2781300.0,48.96654929577465,2781300.0,125.0,710.0,duocpham,UPCOM
NDP,CTCP Dược phẩm 2/9,07/12/2015,5550000.0,22.0,11100000.0,0.0,11100000.0,2719500.0,24.5,2719500.0,25.0,277.5,duocpham,UPCOM
TW3,CTCP Dược Trung ương 3,18/10/2016,1750000.0,10.5,1750000.0,0.0,1750000.0,0.0,0.0,0.0,22.7,39.7,duocpham,UPCOM
UPH,CTCP Dược phẩm TW 25,30/12/2016,13294641.0,16.8,13294641.0,0.0,13294641.0,0.0,0.0,0.0,12.5,166.2,duocpham,UPCOM
BMD,CTCP Môi trường và Dịch vụ Đô thị Bình Thuận,14/06/2017,2753280.0,10.5,2753280.0,0.0,2753280.0,0.0,0.0,0.0,6.4,17.6,dvci,UPCOM
CMW,CTCP Cấp nước Cà Mau,10/04/2017,15534900.0,11.0,15534900.0,0.0,15534900.0,0.0,0.0,0.0,15.1,234.6,dvci,UPCOM
DNW,CTCP Cấp nước Đồng Nai,16/03/2016,100000000.0,12.2,120000000.0,0.0,120000000.0,9499200.0,7.9159999999999995,9499200.0,24.5,2940.0,dvci,UPCOM
HPW,CTCP Cấp nước Hải Phòng,21/11/2016,74206940.0,10.5,74206940.0,0.0,74206940.0,0.0,0.0,0.0,17.0,1261.5,dvci,UPCOM
KHW,CTCP Cấp thoát nước Khánh Hòa,20/02/2017,26000000.0,13.1,26000000.0,0.0,26000000.0,0.0,0.0,0.0,16.9,439.4,dvci,UPCOM
MPY,CTCP Môi trường Đô thị Phú Yên,15/05/2017,6143000.0,11.1,6143000.0,0.0,6143000.0,0.0,0.0,0.0,8.0,49.1,dvci,UPCOM
PWS,CTCP Cấp thoát nước Phú Yên,30/06/2017,23600000.0,10.2,38398179.0,0.0,38398179.0,0.0,0.0,0.0,15.9,610.5,dvci,UPCOM
PYU,CTCP Môi trường và Công trình Đô thị Phúc Yên,15/05/2017,2073985.0,11.5,2073985.0,0.0,2073985.0,0.0,0.0,0.0,22.5,46.7,dvci,UPCOM
QNU,CTCP Môi trường Đô thị Quảng Nam,28/02/2017,6800000.0,10.1,6800000.0,0.0,6800000.0,0.0,0.0,0.0,10.1,68.7,dvci,UPCOM
SWC,Tổng Công ty cổ phần Đường sông Miền Nam,29/04/2011,67100000.0,0.0,67100000.0,0.0,67100000.0,32864000.0,48.97764530551416,32864000.0,35.5,2382.1,dvci,UPCOM
TNW,CTCP Nước sạch Thái Nguyên,26/05/2017,16000000.0,16.0,16000000.0,0.0,16000000.0,0.0,0.0,0.0,11.1,177.6,dvci,UPCOM
TTD,CTCP Bệnh viện tim Tâm Đức,06/02/2017,15552000.0,36.0,15552000.0,0.0,15552000.0,0.0,0.0,0.0,54.5,847.6,dvci,UPCOM
UPC,CTCP Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,21/04/2017,3400000.0,10.5,3400000.0,0.0,3400000.0,0.0,0.0,0.0,19.0,64.6,dvci,UPCOM
VCW,CTCP Đầu tư Nước sạch Sông Đà,23/11/2016,50000000.0,40.5,75000000.0,0.0,75000000.0,0.0,0.0,0.0,48.8,3660.0,dvci,UPCOM
EFI,CTCP Đầu tư Tài chính Giáo dục,30/09/2009,3570000.0,15.2,13425700.0,0.0,13425700.0,6578593.0,49.0,5668693.0,3.1,41.6,giaoduc,UPCOM
ILC,CTCP Hợp tác Lao động với nước ngoài,13/01/2006,600000.0,18.0,6100391.0,0.0,6100391.0,1025014.0,16.802431188427104,1965465.0,7.5,45.8,giaoduc,UPCOM
SAP,CTCP In Sách giáo khoa Thành phố Hồ Chí Minh,14/12/2006,900000.0,28.0,1286984.0,0.0,1286984.0,630622.0,48.99998756783301,629200.0,8.7,11.2,giaoduc,UPCOM
VNB,CTCP Sách Việt Nam,15/07/2016,67909960.0,13.1,67909960.0,0.0,67909960.0,33275880.0,48.99999941098478,33275880.0,24.4,1657.0,giaoduc,UPCOM
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,21/11/2016,2177173236.0,25.0,2177173236.0,0.0,2177173236.0,0.0,0.0,0.0,87.3,190067.2,hk,UPCOM
IHK,CTCP In Hàng Không,04/03/2010,1700000.0,0.0,2141928.0,0.0,2141928.0,1049544.0,48.99996638542472,1049544.0,56.1,120.2,hk,UPCOM
NAS,CTCP Dịch vụ Hàng không Sân bay Nội Bài,26/01/2017,8315764.0,28.0,8315764.0,0.0,8315764.0,0.0,0.0,0.0,32.2,267.8,hk,UPCOM
NCS,CTCP Suất ăn Hàng không Nội Bài,02/12/2015,7999975.0,13.0,17949098.0,0.0,17949098.0,3786987.0,21.09848082616742,3786987.0,25.0,448.7,hk,UPCOM
SAS,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,16/04/2015,131500000.0,22.3,133481310.0,0.0,133481310.0,63566700.0,47.62217272215863,63566700.0,27.9,3724.1,hk,UPCOM
ALV,CTCP Xây dựng ALVICO,17/09/2010,1500000.0,32.5,5657936.0,0.0,5657936.0,1473888.0,26.049923505674155,1438776.0,4.6,26.0,khoangsan,UPCOM
BMJ,CTCP Khoáng sản Miền Đông AHP,22/12/2009,6000000.0,30.0,6000000.0,0.0,6000000.0,2933900.0,48.89833333333333,2933900.0,15.7,94.2,khoangsan,UPCOM
CCM,CTCP khoáng sản và Xi măng Cần Thơ,18/09/2008,2750000.0,25.1,6199900.0,0.0,6199900.0,2254000.0,36.355425087501416,2246340.0,60.0,372.0,khoangsan,UPCOM
CMI,CTCP CMISTONE Việt Nam,23/06/2010,4702500.0,48.0,16000000.0,0.0,15002500.0,7840000.0,52.257957007165466,6836900.0,2.7,40.5,khoangsan,UPCOM
KCB,CTCP khoáng Sản và Luyện Kim Cao Bằng,02/12/2015,8000000.0,9.4,8000000.0,0.0,8000000.0,3920000.0,49.0,3920000.0,12.3,98.4,khoangsan,UPCOM
KHB,CTCP Khoáng sản Hòa Bình,19/05/2010,1270000.0,58.0,29075499.0,0.0,29075499.0,14246994.0,48.99999824594584,12450094.0,7.0,203.5,khoangsan,UPCOM
KHD,CTCP Khai thác Chế biến Khoáng sản Hải Dương,22/12/2016,1717410.0,36.8,4894357.0,0.0,4894357.0,0.0,0.0,0.0,13.7,67.1,khoangsan,UPCOM
KHL,CTCP khoáng Sản và Vật liệu Xây dựng Hưng Long,21/02/2012,5600000.0,8.3,12000000.0,0.0,12000000.0,5880000.0,49.0,5875800.0,2.3,27.6,khoangsan,UPCOM
KSH,CTCP DAMAC GLS,12/11/2008,11690000.0,25.0,57509675.0,0.0,57509675.0,13746215.0,23.902439024390244,13711985.0,4.6,264.5,khoangsan,UPCOM
KSK,CTCP Khoáng sản Luyện kim màu,19/02/2014,15688000.0,12.0,23888000.0,0.0,23888000.0,11705120.0,49.0,11698420.0,1.6,38.2,khoangsan,UPCOM
KSV,Tổng Công ty Khoáng sản TKV - CTCP,01/08/2016,200000000.0,13.0,200000000.0,0.0,200000000.0,98000000.0,49.0,98000000.0,52.8,10560.0,khoangsan,UPCOM
KTB,CTCP Đầu tư Khoáng sản Tây Bắc,01/10/2010,26800000.0,50.0,40200000.0,0.0,40200000.0,19363580.0,48.16810945273632,19363580.0,1.9,76.4,khoangsan,UPCOM
MIC,CTCP Kỹ nghệ Khoáng sản Quảng Nam,24/12/2007,1295000.0,275.8,5484296.0,30325.0,5514621.0,2106152.0,38.19214412014896,2106152.0,10.2,56.2,khoangsan,UPCOM
MSR,CTCP Masan High-Tech Materials,17/09/2015,703544898.0,15.5,989239878.0,0.0,989239878.0,453469.0,0.04584014555870947,443469.0,25.5,25225.6,khoangsan,UPCOM
MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,21/10/2015,110113591.0,10.0,110113591.0,0.0,110113591.0,53955659.0,48.99999946418966,53955659.0,11.4,1255.3,khoangsan,UPCOM
MTM,CTCP mỏ và Xuất nhập khẩu Khoáng sản Miền Trung,15/04/2016,31000000.0,10.5,31000000.0,0.0,31000000.0,15190000.0,49.0,15190000.0,2.6,80.6,khoangsan,UPCOM
SQC,CTCP Khoáng sản Sài Gòn - Quy Nhơn,17/12/2009,100000000.0,81.0,110000000.0,0.0,110000000.0,46302530.0,42.09320909090909,46302530.0,94.3,10373.0,khoangsan,UPCOM
VBG,CTCP Địa chất Việt Bắc - TKV,24/03/2017,8600000.0,11.0,8600000.0,0.0,8600000.0,0.0,0.0,0.0,5.7,49.0,khoangsan,UPCOM
VMI,CTCP Khoáng sản và Đầu tư Visaco,09/10/2014,5400000.0,0.0,10949999.0,0.0,10949999.0,5193999.0,47.43378515377034,4084299.0,2.0,21.9,khoangsan,UPCOM
YBC,CTCP Xi măng và Khoáng sản Yên Bái,20/05/2008,4837430.0,18.1,11800000.0,0.0,11800000.0,2856540.0,24.207966101694918,2856540.0,12.6,148.7,khoangsan,UPCOM
DNH,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,19/06/2017,422400000.0,20.5,422400000.0,0.0,422400000.0,0.0,0.0,0.0,39.0,16473.6,nangluong,UPCOM
EAD,CTCP Thủy điện Điện lực Đắk Lắk,30/09/2016,2877800.0,8.4,2877800.0,0.0,2877800.0,0.0,0.0,0.0,19.6,56.4,nangluong,UPCOM
EIC,CTCP EVN Quốc tế,28/02/2017,36677145.0,10.5,36677145.0,0.0,36677145.0,0.0,0.0,0.0,23.0,843.6,nangluong,UPCOM
GHC,CTCP Thủy điện Gia Lai,26/04/2011,20500000.0,0.0,41000000.0,0.0,41000000.0,9986634.0,24.357643902439026,9986634.0,38.3,1570.3,nangluong,UPCOM
GSM,CTCP Thủy điện Hương Sơn,08/04/2015,28562000.0,0.0,28562000.0,0.0,28562000.0,13995380.0,49.0,13995380.0,13.6,388.4,nangluong,UPCOM
HND,CTCP Nhiệt điện Hải Phòng,05/10/2016,500000000.0,12.4,500000000.0,0.0,500000000.0,0.0,0.0,0.0,18.3,9150.0,nangluong,UPCOM
HPD,CTCP Thủy điện ĐăK Đoa,11/06/2015,8306590.0,10.5,8306590.0,0.0,8306590.0,4070229.0,48.99999879613656,4070229.0,20.1,167.0,nangluong,UPCOM
ISH,CTCP Thủy điện Srok Phu Miêng IDICO,29/06/2015,45000000.0,11.3,45000000.0,0.0,45000000.0,22050000.0,49.0,22050000.0,19.6,882.0,nangluong,UPCOM
ND2,CTCP Đầu tư và Phát triển Điện Miền Bắc 2,22/06/2010,19389650.0,0.0,49993960.0,0.0,49993960.0,20349328.0,40.703572991617385,20349328.0,28.9,1444.8,nangluong,UPCOM
PEC,CTCP Cơ khí Điện lực,06/10/2010,2430000.0,0.0,3115409.0,0.0,3115409.0,1327839.0,42.62165898602719,1327839.0,7.2,22.4,nangluong,UPCOM
QPH,CTCP Thủy điện Quế Phong,11/07/2014,18583100.0,0.0,18583100.0,0.0,18583100.0,9105719.0,49.0,9105719.0,30.0,557.5,nangluong,UPCOM
QTP,CTCP Nhiệt điện Quảng Ninh,16/03/2017,450000000.0,11.4,450000000.0,0.0,450000000.0,0.0,0.0,0.0,16.8,7560.0,nangluong,UPCOM
SP2,CTCP Thủy điện Sử Pán 2,30/09/2016,15246000.0,7.0,15246000.0,0.0,15246000.0,0.0,0.0,0.0,11.2,170.8,nangluong,UPCOM
TDB,CTCP Thủy điện Định Bình,19/07/2017,8230000.0,32.0,8230000.0,0.0,8230000.0,0.0,0.0,0.0,32.0,263.4,nangluong,UPCOM
UEM,CTCP Cơ điện Uông Bí - Vinacomin,24/09/2015,1890000.0,12.4,2438100.0,0.0,2438100.0,926100.0,37.98449612403101,926100.0,33.1,80.7,nangluong,UPCOM
